S.D.,Counts
0.5,331
0.6,302
0.7,285
0.8,228
0.9,204
1.0,186
1.1,185
1.2,165
1.3,140
1.4,120
1.5,98
1.6,76
1.7,68
1.8,69
1.9,60
2.0,42
2.1,25
2.2,16
2.3,15
2.4,14
2.5,10
2.6,5
2.7,5
2.8,6
2.9,4
3.0,1
