S.D.,Counts
0.5,836
0.6,843
0.7,857
0.8,785
0.9,695
1.0,686
1.1,639
1.2,543
1.3,394
1.4,375
1.5,376
1.6,314
1.7,225
1.8,189
1.9,132
2.0,113
2.1,64
2.2,68
2.3,36
2.4,38
2.5,29
2.6,12
2.7,8
2.8,10
2.9,7
3.0,1
