S.D.,Counts
0.5,705
0.6,752
0.7,733
0.8,701
0.9,687
1.0,682
1.1,660
1.2,664
1.3,493
1.4,408
1.5,391
1.6,281
1.7,248
1.8,157
1.9,115
2.0,65
2.1,63
2.2,66
2.3,34
2.4,11
2.5,13
2.6,0
2.7,0
2.8,0
2.9,0
3.0,0
