S.D.,Counts
0.5,866
0.6,780
0.7,701
0.8,670
0.9,625
1.0,554
1.1,479
1.2,443
1.3,492
1.4,430
1.5,355
1.6,295
1.7,248
1.8,157
1.9,169
2.0,128
2.1,77
2.2,55
2.3,47
2.4,29
2.5,14
2.6,7
2.7,0
2.8,0
2.9,0
3.0,0
