S.D.,Counts
0.5,863
0.6,748
0.7,691
0.8,700
0.9,728
1.0,676
1.1,590
1.2,516
1.3,473
1.4,387
1.5,323
1.6,282
1.7,225
1.8,196
1.9,192
2.0,124
2.1,99
2.2,64
2.3,38
2.4,22
2.5,18
2.6,38
2.7,18
2.8,8
2.9,1
3.0,0
