S.D.,Counts,seed,tournament_type
0.5,276,16,pareto_m_min
0.6,275,16,pareto_m_min
0.7,245,16,pareto_m_min
0.8,230,16,pareto_m_min
0.9,216,16,pareto_m_min
1,200,16,pareto_m_min
1.1,175,16,pareto_m_min
1.2,144,16,pareto_m_min
1.3,132,16,pareto_m_min
1.4,112,16,pareto_m_min
1.5,107,16,pareto_m_min
1.6,90,16,pareto_m_min
1.7,79,16,pareto_m_min
1.8,63,16,pareto_m_min
1.9,49,16,pareto_m_min
2,52,16,pareto_m_min
2.1,35,16,pareto_m_min
2.2,31,16,pareto_m_min
2.3,12,16,pareto_m_min
2.4,11,16,pareto_m_min
2.5,8,16,pareto_m_min
2.6,3,16,pareto_m_min
2.7,2,16,pareto_m_min
2.8,1,16,pareto_m_min
2.9,1,16,pareto_m_min
3,0,16,pareto_m_min
