S.D.,Counts
0.5,256
0.6,226
0.7,235
0.8,229
0.9,218
1.0,215
1.1,189
1.2,162
1.3,152
1.4,126
1.5,118
1.6,94
1.7,69
1.8,57
1.9,53
2.0,31
2.1,22
2.2,18
2.3,13
2.4,9
2.5,5
2.6,1
2.7,1
2.8,0
2.9,0
3.0,0
