S.D.,Counts,seed,tournament_type
0.5,255,128,pareto_m_min
0.6,233,128,pareto_m_min
0.7,247,128,pareto_m_min
0.8,224,128,pareto_m_min
0.9,217,128,pareto_m_min
1,211,128,pareto_m_min
1.1,179,128,pareto_m_min
1.2,153,128,pareto_m_min
1.3,126,128,pareto_m_min
1.4,112,128,pareto_m_min
1.5,94,128,pareto_m_min
1.6,75,128,pareto_m_min
1.7,54,128,pareto_m_min
1.8,46,128,pareto_m_min
1.9,40,128,pareto_m_min
2,33,128,pareto_m_min
2.1,23,128,pareto_m_min
2.2,17,128,pareto_m_min
2.3,15,128,pareto_m_min
2.4,13,128,pareto_m_min
2.5,15,128,pareto_m_min
2.6,11,128,pareto_m_min
2.7,9,128,pareto_m_min
2.8,7,128,pareto_m_min
2.9,3,128,pareto_m_min
3,1,128,pareto_m_min
