S.D.,Counts
0.5,263
0.6,249
0.7,206
0.8,222
0.9,192
1.0,190
1.1,179
1.2,172
1.3,139
1.4,114
1.5,78
1.6,76
1.7,69
1.8,42
1.9,30
2.0,24
2.1,19
2.2,14
2.3,16
2.4,10
2.5,8
2.6,7
2.7,6
2.8,10
2.9,12
3.0,5
