S.D.,Counts,seed,tournament_type
0.5,279,256,pareto_m_min
0.6,250,256,pareto_m_min
0.7,251,256,pareto_m_min
0.8,256,256,pareto_m_min
0.9,240,256,pareto_m_min
1,206,256,pareto_m_min
1.1,167,256,pareto_m_min
1.2,176,256,pareto_m_min
1.3,151,256,pareto_m_min
1.4,122,256,pareto_m_min
1.5,100,256,pareto_m_min
1.6,86,256,pareto_m_min
1.7,69,256,pareto_m_min
1.8,59,256,pareto_m_min
1.9,43,256,pareto_m_min
2,35,256,pareto_m_min
2.1,27,256,pareto_m_min
2.2,14,256,pareto_m_min
2.3,9,256,pareto_m_min
2.4,12,256,pareto_m_min
2.5,9,256,pareto_m_min
2.6,9,256,pareto_m_min
2.7,3,256,pareto_m_min
2.8,2,256,pareto_m_min
2.9,0,256,pareto_m_min
3,0,256,pareto_m_min
