S.D.,Counts,seed,tournament_type
0.5,256,32,pareto_m_min
0.6,226,32,pareto_m_min
0.7,235,32,pareto_m_min
0.8,229,32,pareto_m_min
0.9,218,32,pareto_m_min
1,215,32,pareto_m_min
1.1,189,32,pareto_m_min
1.2,162,32,pareto_m_min
1.3,152,32,pareto_m_min
1.4,126,32,pareto_m_min
1.5,118,32,pareto_m_min
1.6,94,32,pareto_m_min
1.7,69,32,pareto_m_min
1.8,57,32,pareto_m_min
1.9,53,32,pareto_m_min
2,31,32,pareto_m_min
2.1,22,32,pareto_m_min
2.2,18,32,pareto_m_min
2.3,13,32,pareto_m_min
2.4,9,32,pareto_m_min
2.5,5,32,pareto_m_min
2.6,1,32,pareto_m_min
2.7,1,32,pareto_m_min
2.8,0,32,pareto_m_min
2.9,0,32,pareto_m_min
3,0,32,pareto_m_min
