S.D.,Counts,seed,tournament_type
0.5,244,1024,pareto_m_min
0.6,260,1024,pareto_m_min
0.7,221,1024,pareto_m_min
0.8,214,1024,pareto_m_min
0.9,194,1024,pareto_m_min
1,197,1024,pareto_m_min
1.1,178,1024,pareto_m_min
1.2,160,1024,pareto_m_min
1.3,157,1024,pareto_m_min
1.4,134,1024,pareto_m_min
1.5,109,1024,pareto_m_min
1.6,93,1024,pareto_m_min
1.7,73,1024,pareto_m_min
1.8,64,1024,pareto_m_min
1.9,53,1024,pareto_m_min
2,40,1024,pareto_m_min
2.1,33,1024,pareto_m_min
2.2,22,1024,pareto_m_min
2.3,11,1024,pareto_m_min
2.4,6,1024,pareto_m_min
2.5,2,1024,pareto_m_min
2.6,3,1024,pareto_m_min
2.7,3,1024,pareto_m_min
2.8,0,1024,pareto_m_min
2.9,0,1024,pareto_m_min
3,0,1024,pareto_m_min
