S.D.,Counts
0.5,279
0.6,292
0.7,263
0.8,236
0.9,242
1.0,228
1.1,190
1.2,151
1.3,145
1.4,120
1.5,112
1.6,85
1.7,85
1.8,70
1.9,43
2.0,38
2.1,25
2.2,19
2.3,13
2.4,13
2.5,6
2.6,3
2.7,1
2.8,0
2.9,0
3.0,0
