S.D.,Counts
0.5,276
0.6,275
0.7,245
0.8,230
0.9,216
1.0,200
1.1,175
1.2,144
1.3,132
1.4,112
1.5,107
1.6,90
1.7,79
1.8,63
1.9,49
2.0,52
2.1,35
2.2,31
2.3,12
2.4,11
2.5,8
2.6,3
2.7,2
2.8,1
2.9,1
3.0,0
