S.D.,Counts
0.5,915
0.6,880
0.7,837
0.8,865
0.9,872
1.0,814
1.1,703
1.2,603
1.3,529
1.4,443
1.5,426
1.6,390
1.7,304
1.8,212
1.9,147
2.0,97
2.1,78
2.2,49
2.3,49
2.4,59
2.5,37
2.6,32
2.7,28
2.8,14
2.9,5
3.0,13
