S.D.,Counts
0.5,981
0.6,870
0.7,854
0.8,821
0.9,794
1.0,730
1.1,691
1.2,631
1.3,541
1.4,556
1.5,512
1.6,407
1.7,339
1.8,262
1.9,244
2.0,189
2.1,124
2.2,72
2.3,48
2.4,30
2.5,17
2.6,16
2.7,9
2.8,5
2.9,2
3.0,3
