S.D.,Counts
0.5,1079
0.6,998
0.7,898
0.8,823
0.9,758
1.0,693
1.1,661
1.2,608
1.3,570
1.4,441
1.5,336
1.6,283
1.7,253
1.8,231
1.9,171
2.0,116
2.1,76
2.2,52
2.3,49
2.4,51
2.5,26
2.6,23
2.7,34
2.8,22
2.9,14
3.0,14
