S.D.,Counts
0.5,242
0.6,234
0.7,229
0.8,215
0.9,208
1.0,186
1.1,176
1.2,168
1.3,151
1.4,112
1.5,104
1.6,86
1.7,71
1.8,52
1.9,35
2.0,23
2.1,24
2.2,11
2.3,3
2.4,4
2.5,4
2.6,4
2.7,3
2.8,0
2.9,0
3.0,0
