S.D.,Counts,seed,tournament_type
0.5,245,8,norm_m_sd_min
0.6,245,8,norm_m_sd_min
0.7,243,8,norm_m_sd_min
0.8,251,8,norm_m_sd_min
0.9,229,8,norm_m_sd_min
1,210,8,norm_m_sd_min
1.1,193,8,norm_m_sd_min
1.2,171,8,norm_m_sd_min
1.3,170,8,norm_m_sd_min
1.4,122,8,norm_m_sd_min
1.5,108,8,norm_m_sd_min
1.6,87,8,norm_m_sd_min
1.7,70,8,norm_m_sd_min
1.8,61,8,norm_m_sd_min
1.9,36,8,norm_m_sd_min
2,24,8,norm_m_sd_min
2.1,11,8,norm_m_sd_min
2.2,14,8,norm_m_sd_min
2.3,6,8,norm_m_sd_min
2.4,3,8,norm_m_sd_min
2.5,4,8,norm_m_sd_min
2.6,4,8,norm_m_sd_min
2.7,1,8,norm_m_sd_min
2.8,0,8,norm_m_sd_min
2.9,0,8,norm_m_sd_min
3,0,8,norm_m_sd_min
