S.D.,Counts,seed,tournament_type
0.5,301,512,norm_m_sd_min
0.6,312,512,norm_m_sd_min
0.7,264,512,norm_m_sd_min
0.8,237,512,norm_m_sd_min
0.9,226,512,norm_m_sd_min
1,205,512,norm_m_sd_min
1.1,179,512,norm_m_sd_min
1.2,166,512,norm_m_sd_min
1.3,156,512,norm_m_sd_min
1.4,120,512,norm_m_sd_min
1.5,105,512,norm_m_sd_min
1.6,79,512,norm_m_sd_min
1.7,79,512,norm_m_sd_min
1.8,63,512,norm_m_sd_min
1.9,51,512,norm_m_sd_min
2,42,512,norm_m_sd_min
2.1,28,512,norm_m_sd_min
2.2,24,512,norm_m_sd_min
2.3,15,512,norm_m_sd_min
2.4,11,512,norm_m_sd_min
2.5,6,512,norm_m_sd_min
2.6,9,512,norm_m_sd_min
2.7,6,512,norm_m_sd_min
2.8,4,512,norm_m_sd_min
2.9,3,512,norm_m_sd_min
3,5,512,norm_m_sd_min
