S.D.,Counts,seed,tournament_type
0.5,245,2,norm_m_sd_min
0.6,234,2,norm_m_sd_min
0.7,214,2,norm_m_sd_min
0.8,207,2,norm_m_sd_min
0.9,188,2,norm_m_sd_min
1,189,2,norm_m_sd_min
1.1,195,2,norm_m_sd_min
1.2,176,2,norm_m_sd_min
1.3,160,2,norm_m_sd_min
1.4,141,2,norm_m_sd_min
1.5,98,2,norm_m_sd_min
1.6,79,2,norm_m_sd_min
1.7,71,2,norm_m_sd_min
1.8,52,2,norm_m_sd_min
1.9,52,2,norm_m_sd_min
2,38,2,norm_m_sd_min
2.1,35,2,norm_m_sd_min
2.2,27,2,norm_m_sd_min
2.3,15,2,norm_m_sd_min
2.4,8,2,norm_m_sd_min
2.5,9,2,norm_m_sd_min
2.6,5,2,norm_m_sd_min
2.7,3,2,norm_m_sd_min
2.8,2,2,norm_m_sd_min
2.9,0,2,norm_m_sd_min
3,0,2,norm_m_sd_min
