S.D.,Counts
0.5,262
0.6,250
0.7,227
0.8,223
0.9,201
1.0,200
1.1,160
1.2,139
1.3,137
1.4,115
1.5,109
1.6,92
1.7,84
1.8,79
1.9,62
2.0,43
2.1,24
2.2,12
2.3,5
2.4,3
2.5,4
2.6,0
2.7,0
2.8,0
2.9,0
3.0,0
