S.D.,Counts,seed,tournament_type
0.5,297,1024,pareto_mdr_min
0.6,256,1024,pareto_mdr_min
0.7,226,1024,pareto_mdr_min
0.8,222,1024,pareto_mdr_min
0.9,197,1024,pareto_mdr_min
1,186,1024,pareto_mdr_min
1.1,144,1024,pareto_mdr_min
1.2,126,1024,pareto_mdr_min
1.3,125,1024,pareto_mdr_min
1.4,111,1024,pareto_mdr_min
1.5,92,1024,pareto_mdr_min
1.6,76,1024,pareto_mdr_min
1.7,63,1024,pareto_mdr_min
1.8,49,1024,pareto_mdr_min
1.9,53,1024,pareto_mdr_min
2,39,1024,pareto_mdr_min
2.1,31,1024,pareto_mdr_min
2.2,28,1024,pareto_mdr_min
2.3,15,1024,pareto_mdr_min
2.4,16,1024,pareto_mdr_min
2.5,4,1024,pareto_mdr_min
2.6,2,1024,pareto_mdr_min
2.7,1,1024,pareto_mdr_min
2.8,1,1024,pareto_mdr_min
2.9,2,1024,pareto_mdr_min
3,0,1024,pareto_mdr_min
