S.D.,Counts
0.5,261
0.6,266
0.7,243
0.8,231
0.9,210
1.0,174
1.1,155
1.2,149
1.3,142
1.4,124
1.5,95
1.6,96
1.7,65
1.8,55
1.9,45
2.0,39
2.1,29
2.2,15
2.3,11
2.4,8
2.5,8
2.6,1
2.7,0
2.8,0
2.9,0
3.0,0
