S.D.,Counts,seed,tournament_type
0.5,280,128,pareto_mdr_min
0.6,289,128,pareto_mdr_min
0.7,285,128,pareto_mdr_min
0.8,243,128,pareto_mdr_min
0.9,239,128,pareto_mdr_min
1,219,128,pareto_mdr_min
1.1,190,128,pareto_mdr_min
1.2,164,128,pareto_mdr_min
1.3,152,128,pareto_mdr_min
1.4,113,128,pareto_mdr_min
1.5,99,128,pareto_mdr_min
1.6,93,128,pareto_mdr_min
1.7,78,128,pareto_mdr_min
1.8,72,128,pareto_mdr_min
1.9,46,128,pareto_mdr_min
2,28,128,pareto_mdr_min
2.1,25,128,pareto_mdr_min
2.2,19,128,pareto_mdr_min
2.3,12,128,pareto_mdr_min
2.4,9,128,pareto_mdr_min
2.5,5,128,pareto_mdr_min
2.6,1,128,pareto_mdr_min
2.7,1,128,pareto_mdr_min
2.8,1,128,pareto_mdr_min
2.9,1,128,pareto_mdr_min
3,0,128,pareto_mdr_min
