S.D.,Counts,seed,tournament_type
0.5,284,32,pareto_mdr_min
0.6,266,32,pareto_mdr_min
0.7,251,32,pareto_mdr_min
0.8,209,32,pareto_mdr_min
0.9,205,32,pareto_mdr_min
1,186,32,pareto_mdr_min
1.1,171,32,pareto_mdr_min
1.2,155,32,pareto_mdr_min
1.3,141,32,pareto_mdr_min
1.4,116,32,pareto_mdr_min
1.5,92,32,pareto_mdr_min
1.6,82,32,pareto_mdr_min
1.7,75,32,pareto_mdr_min
1.8,58,32,pareto_mdr_min
1.9,55,32,pareto_mdr_min
2,34,32,pareto_mdr_min
2.1,35,32,pareto_mdr_min
2.2,28,32,pareto_mdr_min
2.3,22,32,pareto_mdr_min
2.4,13,32,pareto_mdr_min
2.5,9,32,pareto_mdr_min
2.6,4,32,pareto_mdr_min
2.7,3,32,pareto_mdr_min
2.8,4,32,pareto_mdr_min
2.9,0,32,pareto_mdr_min
3,0,32,pareto_mdr_min
