S.D.,Counts,seed,tournament_type
0.5,243,8,pareto_mdr_min
0.6,232,8,pareto_mdr_min
0.7,242,8,pareto_mdr_min
0.8,216,8,pareto_mdr_min
0.9,204,8,pareto_mdr_min
1,204,8,pareto_mdr_min
1.1,195,8,pareto_mdr_min
1.2,173,8,pareto_mdr_min
1.3,158,8,pareto_mdr_min
1.4,135,8,pareto_mdr_min
1.5,108,8,pareto_mdr_min
1.6,100,8,pareto_mdr_min
1.7,88,8,pareto_mdr_min
1.8,66,8,pareto_mdr_min
1.9,45,8,pareto_mdr_min
2,43,8,pareto_mdr_min
2.1,22,8,pareto_mdr_min
2.2,12,8,pareto_mdr_min
2.3,9,8,pareto_mdr_min
2.4,2,8,pareto_mdr_min
2.5,0,8,pareto_mdr_min
2.6,0,8,pareto_mdr_min
2.7,0,8,pareto_mdr_min
2.8,0,8,pareto_mdr_min
2.9,0,8,pareto_mdr_min
3,0,8,pareto_mdr_min
