S.D.,Counts
0.5,284
0.6,266
0.7,251
0.8,209
0.9,205
1.0,186
1.1,171
1.2,155
1.3,141
1.4,116
1.5,92
1.6,82
1.7,75
1.8,58
1.9,55
2.0,34
2.1,35
2.2,28
2.3,22
2.4,13
2.5,9
2.6,4
2.7,3
2.8,4
2.9,0
3.0,0
