S.D.,Counts
0.5,239
0.6,244
0.7,218
0.8,226
0.9,211
1.0,204
1.1,207
1.2,218
1.3,161
1.4,137
1.5,102
1.6,81
1.7,71
1.8,41
1.9,32
2.0,32
2.1,21
2.2,12
2.3,14
2.4,7
2.5,3
2.6,3
2.7,1
2.8,0
2.9,0
3.0,0
