S.D.,Counts
0.5,297
0.6,256
0.7,226
0.8,222
0.9,197
1.0,186
1.1,144
1.2,126
1.3,125
1.4,111
1.5,92
1.6,76
1.7,63
1.8,49
1.9,53
2.0,39
2.1,31
2.2,28
2.3,15
2.4,16
2.5,4
2.6,2
2.7,1
2.8,1
2.9,2
3.0,0
