S.D.,Counts
0.5,286
0.6,253
0.7,252
0.8,232
0.9,182
1.0,172
1.1,157
1.2,141
1.3,142
1.4,131
1.5,115
1.6,92
1.7,66
1.8,52
1.9,50
2.0,38
2.1,32
2.2,22
2.3,16
2.4,11
2.5,3
2.6,2
2.7,1
2.8,1
2.9,0
3.0,0
