S.D.,Counts,seed,tournament_type
0.5,266,64,pareto_mdr_max
0.6,283,64,pareto_mdr_max
0.7,244,64,pareto_mdr_max
0.8,250,64,pareto_mdr_max
0.9,220,64,pareto_mdr_max
1,197,64,pareto_mdr_max
1.1,169,64,pareto_mdr_max
1.2,145,64,pareto_mdr_max
1.3,148,64,pareto_mdr_max
1.4,132,64,pareto_mdr_max
1.5,101,64,pareto_mdr_max
1.6,86,64,pareto_mdr_max
1.7,81,64,pareto_mdr_max
1.8,56,64,pareto_mdr_max
1.9,46,64,pareto_mdr_max
2,32,64,pareto_mdr_max
2.1,22,64,pareto_mdr_max
2.2,19,64,pareto_mdr_max
2.3,15,64,pareto_mdr_max
2.4,8,64,pareto_mdr_max
2.5,7,64,pareto_mdr_max
2.6,2,64,pareto_mdr_max
2.7,4,64,pareto_mdr_max
2.8,6,64,pareto_mdr_max
2.9,5,64,pareto_mdr_max
3,2,64,pareto_mdr_max
