S.D.,Counts,seed,tournament_type
0.5,307,2,pareto_mdr_max
0.6,245,2,pareto_mdr_max
0.7,227,2,pareto_mdr_max
0.8,197,2,pareto_mdr_max
0.9,162,2,pareto_mdr_max
1,169,2,pareto_mdr_max
1.1,153,2,pareto_mdr_max
1.2,139,2,pareto_mdr_max
1.3,114,2,pareto_mdr_max
1.4,104,2,pareto_mdr_max
1.5,93,2,pareto_mdr_max
1.6,72,2,pareto_mdr_max
1.7,63,2,pareto_mdr_max
1.8,40,2,pareto_mdr_max
1.9,40,2,pareto_mdr_max
2,35,2,pareto_mdr_max
2.1,36,2,pareto_mdr_max
2.2,25,2,pareto_mdr_max
2.3,25,2,pareto_mdr_max
2.4,21,2,pareto_mdr_max
2.5,17,2,pareto_mdr_max
2.6,10,2,pareto_mdr_max
2.7,7,2,pareto_mdr_max
2.8,4,2,pareto_mdr_max
2.9,1,2,pareto_mdr_max
3,1,2,pareto_mdr_max
