S.D.,Counts,seed,tournament_type
0.5,286,8,pareto_mdr_max
0.6,253,8,pareto_mdr_max
0.7,252,8,pareto_mdr_max
0.8,232,8,pareto_mdr_max
0.9,182,8,pareto_mdr_max
1,172,8,pareto_mdr_max
1.1,157,8,pareto_mdr_max
1.2,141,8,pareto_mdr_max
1.3,142,8,pareto_mdr_max
1.4,131,8,pareto_mdr_max
1.5,115,8,pareto_mdr_max
1.6,92,8,pareto_mdr_max
1.7,66,8,pareto_mdr_max
1.8,52,8,pareto_mdr_max
1.9,50,8,pareto_mdr_max
2,38,8,pareto_mdr_max
2.1,32,8,pareto_mdr_max
2.2,22,8,pareto_mdr_max
2.3,16,8,pareto_mdr_max
2.4,11,8,pareto_mdr_max
2.5,3,8,pareto_mdr_max
2.6,2,8,pareto_mdr_max
2.7,1,8,pareto_mdr_max
2.8,1,8,pareto_mdr_max
2.9,0,8,pareto_mdr_max
3,0,8,pareto_mdr_max
