S.D.,Counts,seed,tournament_type
0.5,286,16,pareto_mdr_max
0.6,262,16,pareto_mdr_max
0.7,231,16,pareto_mdr_max
0.8,199,16,pareto_mdr_max
0.9,197,16,pareto_mdr_max
1,173,16,pareto_mdr_max
1.1,159,16,pareto_mdr_max
1.2,121,16,pareto_mdr_max
1.3,127,16,pareto_mdr_max
1.4,105,16,pareto_mdr_max
1.5,90,16,pareto_mdr_max
1.6,87,16,pareto_mdr_max
1.7,79,16,pareto_mdr_max
1.8,68,16,pareto_mdr_max
1.9,48,16,pareto_mdr_max
2,38,16,pareto_mdr_max
2.1,27,16,pareto_mdr_max
2.2,17,16,pareto_mdr_max
2.3,12,16,pareto_mdr_max
2.4,12,16,pareto_mdr_max
2.5,12,16,pareto_mdr_max
2.6,5,16,pareto_mdr_max
2.7,3,16,pareto_mdr_max
2.8,2,16,pareto_mdr_max
2.9,1,16,pareto_mdr_max
3,1,16,pareto_mdr_max
