S.D.,Counts
0.5,286
0.6,262
0.7,231
0.8,199
0.9,197
1.0,173
1.1,159
1.2,121
1.3,127
1.4,105
1.5,90
1.6,87
1.7,79
1.8,68
1.9,48
2.0,38
2.1,27
2.2,17
2.3,12
2.4,12
2.5,12
2.6,5
2.7,3
2.8,2
2.9,1
3.0,1
