S.D.,Counts,seed,tournament_type
0.5,216,1024,pareto_mdr_max
0.6,225,1024,pareto_mdr_max
0.7,219,1024,pareto_mdr_max
0.8,186,1024,pareto_mdr_max
0.9,170,1024,pareto_mdr_max
1,177,1024,pareto_mdr_max
1.1,187,1024,pareto_mdr_max
1.2,166,1024,pareto_mdr_max
1.3,150,1024,pareto_mdr_max
1.4,138,1024,pareto_mdr_max
1.5,97,1024,pareto_mdr_max
1.6,67,1024,pareto_mdr_max
1.7,51,1024,pareto_mdr_max
1.8,48,1024,pareto_mdr_max
1.9,34,1024,pareto_mdr_max
2,21,1024,pareto_mdr_max
2.1,17,1024,pareto_mdr_max
2.2,18,1024,pareto_mdr_max
2.3,15,1024,pareto_mdr_max
2.4,13,1024,pareto_mdr_max
2.5,10,1024,pareto_mdr_max
2.6,7,1024,pareto_mdr_max
2.7,2,1024,pareto_mdr_max
2.8,1,1024,pareto_mdr_max
2.9,0,1024,pareto_mdr_max
3,0,1024,pareto_mdr_max
