S.D.,Counts
0.5,1015
0.6,1024
0.7,921
0.8,849
0.9,773
1.0,707
1.1,624
1.2,568
1.3,449
1.4,421
1.5,389
1.6,354
1.7,276
1.8,230
1.9,196
2.0,137
2.1,90
2.2,42
2.3,30
2.4,42
2.5,33
2.6,12
2.7,6
2.8,2
2.9,0
3.0,0
