S.D.,Counts
0.5,1108
0.6,1102
0.7,1033
0.8,931
0.9,783
1.0,641
1.1,602
1.2,560
1.3,525
1.4,483
1.5,450
1.6,358
1.7,314
1.8,252
1.9,231
2.0,169
2.1,157
2.2,101
2.3,77
2.4,43
2.5,26
2.6,22
2.7,21
2.8,27
2.9,22
3.0,18
