S.D.,Counts
0.5,998
0.6,1001
0.7,990
0.8,863
0.9,806
1.0,689
1.1,572
1.2,465
1.3,367
1.4,353
1.5,294
1.6,270
1.7,229
1.8,209
1.9,211
2.0,166
2.1,156
2.2,118
2.3,144
2.4,74
2.5,36
2.6,26
2.7,16
2.8,14
2.9,9
3.0,3
