S.D.,Counts
0.5,261
0.6,266
0.7,243
0.8,216
0.9,223
1.0,212
1.1,224
1.2,189
1.3,174
1.4,170
1.5,133
1.6,102
1.7,89
1.8,67
1.9,51
2.0,36
2.1,26
2.2,20
2.3,10
2.4,7
2.5,4
2.6,1
2.7,0
2.8,0
2.9,0
3.0,0
