S.D.,Counts
0.5,1022
0.6,1062
0.7,946
0.8,904
0.9,805
1.0,767
1.1,676
1.2,615
1.3,577
1.4,492
1.5,460
1.6,398
1.7,302
1.8,191
1.9,134
2.0,119
2.1,44
2.2,26
2.3,20
2.4,9
2.5,15
2.6,19
2.7,16
2.8,13
2.9,7
3.0,12
