S.D.,Counts,Seed
0.5,260,32
0.6,239,32
0.7,225,32
0.8,213,32
0.9,171,32
1.0,172,32
1.1,151,32
1.2,161,32
1.3,138,32
1.4,100,32
1.5,87,32
1.6,65,32
1.7,63,32
1.8,40,32
1.9,30,32
2.0,20,32
2.1,19,32
2.2,19,32
2.3,14,32
2.4,11,32
2.5,4,32
2.6,1,32
2.7,0,32
2.8,0,32
2.9,0,32
3.0,0,32
