S.D.,Counts,Seed
0.5,223,1024
0.6,199,1024
0.7,216,1024
0.8,181,1024
0.9,163,1024
1.0,167,1024
1.1,142,1024
1.2,122,1024
1.3,115,1024
1.4,116,1024
1.5,72,1024
1.6,54,1024
1.7,40,1024
1.8,31,1024
1.9,39,1024
2.0,30,1024
2.1,32,1024
2.2,25,1024
2.3,19,1024
2.4,15,1024
2.5,5,1024
2.6,2,1024
2.7,0,1024
2.8,0,1024
2.9,0,1024
3.0,0,1024
