S.D.,Counts, Seed
0.5,204,16
0.6,192,16
0.7,175,16
0.8,168,16
0.9,179,16
1.0,169,16
1.1,169,16
1.2,164,16
1.3,147,16
1.4,139,16
1.5,96,16
1.6,88,16
1.7,59,16
1.8,44,16
1.9,27,16
2.0,16,16
2.1,7,16
2.2,9,16
2.3,6,16
2.4,6,16
2.5,6,16
2.6,4,16
2.7,0,16
2.8,0,16
2.9,0,16
3.0,0,16
