S.D.,Counts,Seed
0.5,201,128
0.6,190,128
0.7,200,128
0.8,200,128
0.9,184,128
1.0,185,128
1.1,191,128
1.2,170,128
1.3,146,128
1.4,119,128
1.5,116,128
1.6,93,128
1.7,61,128
1.8,35,128
1.9,31,128
2.0,22,128
2.1,8,128
2.2,9,128
2.3,13,128
2.4,11,128
2.5,7,128
2.6,2,128
2.7,0,128
2.8,0,128
2.9,0,128
3.0,0,128
