S.D.,Counts,Seed
0.5,249,512
0.6,213,512
0.7,199,512
0.8,164,512
0.9,160,512
1.0,149,512
1.1,123,512
1.2,121,512
1.3,99,512
1.4,105,512
1.5,87,512
1.6,63,512
1.7,46,512
1.8,38,512
1.9,31,512
2.0,33,512
2.1,18,512
2.2,22,512
2.3,20,512
2.4,20,512
2.5,9,512
2.6,3,512
2.7,3,512
2.8,3,512
2.9,2,512
3.0,0,512
