S.D.,Counts
0.5,255
0.6,233
0.7,247
0.8,224
0.9,217
1.0,211
1.1,179
1.2,153
1.3,126
1.4,112
1.5,94
1.6,75
1.7,54
1.8,46
1.9,40
2.0,33
2.1,23
2.2,17
2.3,15
2.4,13
2.5,15
2.6,11
2.7,9
2.8,7
2.9,3
3.0,1
