S.D.,Counts
0.5,248
0.6,243
0.7,244
0.8,219
0.9,201
1.0,179
1.1,162
1.2,161
1.3,130
1.4,115
1.5,98
1.6,74
1.7,63
1.8,49
1.9,39
2.0,37
2.1,24
2.2,12
2.3,15
2.4,12
2.5,19
2.6,12
2.7,9
2.8,10
2.9,4
3.0,0
