S.D.,Counts,seed,tournament_type
0.5,248,64,pareto_m_min
0.6,243,64,pareto_m_min
0.7,244,64,pareto_m_min
0.8,219,64,pareto_m_min
0.9,201,64,pareto_m_min
1,179,64,pareto_m_min
1.1,162,64,pareto_m_min
1.2,161,64,pareto_m_min
1.3,130,64,pareto_m_min
1.4,115,64,pareto_m_min
1.5,98,64,pareto_m_min
1.6,74,64,pareto_m_min
1.7,63,64,pareto_m_min
1.8,49,64,pareto_m_min
1.9,39,64,pareto_m_min
2,37,64,pareto_m_min
2.1,24,64,pareto_m_min
2.2,12,64,pareto_m_min
2.3,15,64,pareto_m_min
2.4,12,64,pareto_m_min
2.5,19,64,pareto_m_min
2.6,12,64,pareto_m_min
2.7,9,64,pareto_m_min
2.8,10,64,pareto_m_min
2.9,4,64,pareto_m_min
3,0,64,pareto_m_min
