S.D.,Counts
0.5,285
0.6,251
0.7,234
0.8,203
0.9,195
1.0,176
1.1,162
1.2,157
1.3,149
1.4,126
1.5,106
1.6,89
1.7,68
1.8,57
1.9,52
2.0,45
2.1,36
2.2,26
2.3,16
2.4,8
2.5,11
2.6,6
2.7,2
2.8,0
2.9,0
3.0,0
