S.D.,Counts
0.5,244
0.6,260
0.7,221
0.8,214
0.9,194
1.0,197
1.1,178
1.2,160
1.3,157
1.4,134
1.5,109
1.6,93
1.7,73
1.8,64
1.9,53
2.0,40
2.1,33
2.2,22
2.3,11
2.4,6
2.5,2
2.6,3
2.7,3
2.8,0
2.9,0
3.0,0
