S.D.,Counts,seed,tournament_type
0.5,270,512,pareto_m_min
0.6,261,512,pareto_m_min
0.7,251,512,pareto_m_min
0.8,221,512,pareto_m_min
0.9,215,512,pareto_m_min
1,208,512,pareto_m_min
1.1,192,512,pareto_m_min
1.2,170,512,pareto_m_min
1.3,144,512,pareto_m_min
1.4,127,512,pareto_m_min
1.5,108,512,pareto_m_min
1.6,86,512,pareto_m_min
1.7,62,512,pareto_m_min
1.8,46,512,pareto_m_min
1.9,45,512,pareto_m_min
2,28,512,pareto_m_min
2.1,23,512,pareto_m_min
2.2,23,512,pareto_m_min
2.3,18,512,pareto_m_min
2.4,9,512,pareto_m_min
2.5,2,512,pareto_m_min
2.6,0,512,pareto_m_min
2.7,0,512,pareto_m_min
2.8,0,512,pareto_m_min
2.9,0,512,pareto_m_min
3,0,512,pareto_m_min
