S.D.,Counts
0.5,238
0.6,234
0.7,240
0.8,246
0.9,225
1.0,222
1.1,192
1.2,157
1.3,147
1.4,145
1.5,114
1.6,76
1.7,78
1.8,53
1.9,48
2.0,31
2.1,15
2.2,8
2.3,6
2.4,6
2.5,8
2.6,8
2.7,8
2.8,3
2.9,3
3.0,2
