S.D.,Counts,seed,tournament_type
0.5,229,32,norm_m_sd_max
0.6,230,32,norm_m_sd_max
0.7,239,32,norm_m_sd_max
0.8,234,32,norm_m_sd_max
0.9,213,32,norm_m_sd_max
1,200,32,norm_m_sd_max
1.1,171,32,norm_m_sd_max
1.2,166,32,norm_m_sd_max
1.3,154,32,norm_m_sd_max
1.4,133,32,norm_m_sd_max
1.5,101,32,norm_m_sd_max
1.6,75,32,norm_m_sd_max
1.7,56,32,norm_m_sd_max
1.8,46,32,norm_m_sd_max
1.9,41,32,norm_m_sd_max
2,37,32,norm_m_sd_max
2.1,29,32,norm_m_sd_max
2.2,16,32,norm_m_sd_max
2.3,12,32,norm_m_sd_max
2.4,11,32,norm_m_sd_max
2.5,7,32,norm_m_sd_max
2.6,6,32,norm_m_sd_max
2.7,5,32,norm_m_sd_max
2.8,1,32,norm_m_sd_max
2.9,2,32,norm_m_sd_max
3,0,32,norm_m_sd_max
