S.D.,Counts
0.5,310
0.6,270
0.7,266
0.8,254
0.9,248
1.0,219
1.1,195
1.2,147
1.3,135
1.4,141
1.5,113
1.6,91
1.7,61
1.8,51
1.9,46
2.0,41
2.1,38
2.2,36
2.3,28
2.4,17
2.5,6
2.6,6
2.7,4
2.8,2
2.9,2
3.0,2
