S.D.,Counts
0.5,270
0.6,262
0.7,250
0.8,230
0.9,218
1.0,202
1.1,172
1.2,142
1.3,136
1.4,122
1.5,121
1.6,93
1.7,78
1.8,57
1.9,62
2.0,49
2.1,38
2.2,26
2.3,13
2.4,11
2.5,4
2.6,3
2.7,4
2.8,0
2.9,0
3.0,0
