S.D.,Counts,Seed
0.5,287,1024
0.6,254,1024
0.7,254,1024
0.8,250,1024
0.9,218,1024
1.0,204,1024
1.1,184,1024
1.2,173,1024
1.3,181,1024
1.4,143,1024
1.5,124,1024
1.6,102,1024
1.7,82,1024
1.8,63,1024
1.9,49,1024
2.0,39,1024
2.1,33,1024
2.2,16,1024
2.3,8,1024
2.4,3,1024
2.5,1,1024
2.6,0,1024
2.7,0,1024
2.8,0,1024
2.9,0,1024
3.0,0,1024
