S.D.,Counts,Seed
0.5,270,64
0.6,281,64
0.7,262,64
0.8,233,64
0.9,186,64
1.0,195,64
1.1,163,64
1.2,121,64
1.3,103,64
1.4,89,64
1.5,89,64
1.6,77,64
1.7,58,64
1.8,54,64
1.9,56,64
2.0,41,64
2.1,31,64
2.2,22,64
2.3,16,64
2.4,12,64
2.5,9,64
2.6,8,64
2.7,11,64
2.8,5,64
2.9,4,64
3.0,3,64
