S.D.,Counts,Seed
0.5,261,8
0.6,239,8
0.7,232,8
0.8,230,8
0.9,212,8
1.0,201,8
1.1,161,8
1.2,132,8
1.3,139,8
1.4,119,8
1.5,111,8
1.6,80,8
1.7,70,8
1.8,73,8
1.9,47,8
2.0,42,8
2.1,28,8
2.2,21,8
2.3,23,8
2.4,8,8
2.5,2,8
2.6,0,8
2.7,0,8
2.8,0,8
2.9,0,8
3.0,0,8
