S.D.,Counts,Seed
0.5,253,16
0.6,221,16
0.7,216,16
0.8,210,16
0.9,194,16
1.0,189,16
1.1,172,16
1.2,159,16
1.3,129,16
1.4,90,16
1.5,98,16
1.6,90,16
1.7,76,16
1.8,63,16
1.9,47,16
2.0,37,16
2.1,25,16
2.2,11,16
2.3,11,16
2.4,8,16
2.5,4,16
2.6,1,16
2.7,0,16
2.8,0,16
2.9,0,16
3.0,0,16
