S.D.,Counts,Seed
0.5,236,32
0.6,229,32
0.7,235,32
0.8,227,32
0.9,236,32
1.0,223,32
1.1,209,32
1.2,207,32
1.3,191,32
1.4,180,32
1.5,151,32
1.6,117,32
1.7,88,32
1.8,57,32
1.9,39,32
2.0,25,32
2.1,13,32
2.2,12,32
2.3,6,32
2.4,2,32
2.5,0,32
2.6,0,32
2.7,0,32
2.8,0,32
2.9,0,32
3.0,0,32
