S.D.,Counts,Seed
0.5,291,256
0.6,266,256
0.7,260,256
0.8,258,256
0.9,235,256
1.0,197,256
1.1,182,256
1.2,163,256
1.3,143,256
1.4,134,256
1.5,118,256
1.6,98,256
1.7,89,256
1.8,64,256
1.9,45,256
2.0,36,256
2.1,21,256
2.2,18,256
2.3,9,256
2.4,10,256
2.5,7,256
2.6,8,256
2.7,7,256
2.8,3,256
2.9,3,256
3.0,3,256
